OP_UNIQUE_CARRIER,FL_DATE_MONTH,DEP_HOUR,MKT_CARRIER_FL_NUM,OP_CARRIER_FL_NUM,TAXI_OUT,DEP_DELAY,AIR_TIME,DISTANCE,CANCELLED,LATITUDE,LONGITUDE,ELEVATION,YEAR OF MANUFACTURE,WIND_DIR,WIND_SPD,WIND_GUST,VISIBILITY,TEMPERATURE,DEW_POINT,REL_HUMIDITY,ALTIMETER,LOWEST_CLOUD_LAYER,N_CLOUD_LAYER,LOW_LEVEL_CLOUD,MID_LEVEL_CLOUD,HIGH_LEVEL_CLOUD,CLOUD_COVER,ACTIVE_WEATHER
G7,9,12.730135658914728,4411.226986434109,4410.7870639534885,23.10562015503876,8.505329457364342,56.954699612403104,323.07921511627904,0.0024224806201550387,40.084480613372094,-78.34936018507753,282.6821705426357,2004.687984496124,164.515503875969,6.5753391472868215,2.2599321705426356,9.656189437984496,20.08131782945736,13.658953488372092,69.0675484496124,30.022579941860467,6598.352713178295,1.6681201550387597,0.5450581395348837,0.3653100775193798,0.3958333333333333,2.131782945736434,0.07824612403100775
G7,10,12.697465249386754,4393.955301171982,4390.324339056964,22.97901335513764,9.028073044426273,56.81166530389752,316.7740528754429,0.002725538293813028,40.21026794003816,-78.49197863886619,300.2782774597983,2004.8732624693378,150.53147996729354,6.816571272826383,2.975742709185064,9.235549195966204,12.583586808394658,6.2809566639411285,68.69306895611884,30.02133823930226,6743.690378849823,1.405014990460616,0.4963205233033524,0.31398201144726084,0.300626873807577,2.1482692831834287,0.15671845189424913
G7,11,12.86738703339882,4379.933857236411,4376.828749181402,23.055337262606418,5.2796332678454485,61.374918140144075,355.98624754420433,0.0,40.434661940078584,-80.17256343320236,384.40504256712507,2004.987884741323,185.63523248199084,7.752128356254093,4.257039947609692,9.364882121807465,8.023222003929272,1.1972233136869679,64.79944990176817,30.113005893909627,7548.821218074656,1.3483955468238376,0.48788474132285525,0.25671250818598557,0.3323510150622135,2.1280288146692863,0.11886051080550099
G7,12,12.937785388127853,4395.606735159818,4395.606735159818,24.78025114155251,12.472602739726028,58.896118721461185,332.2183219178082,0.001997716894977169,40.53171104394977,-81.7297437597032,450.302796803653,2005.0059931506848,186.57248858447488,8.100456621004566,5.175228310502283,8.78916095890411,0.9726227168949773,-4.296963470319635,69.60805650684932,30.09088470319635,6023.772831050228,1.3593036529680365,0.598458904109589,0.24143835616438356,0.2360159817351598,2.634703196347032,0.20976027397260275
HA,1,12.078900709219859,200.24468085106383,200.24468085106383,12.285815602836879,9.505673758865248,131.53102836879432,1025.3696808510638,0.0,23.76124564007092,-150.29184199911347,105.28067375886525,2006.556914893617,138.92375886524823,4.457978723404255,0.3730496453900709,9.714062056737589,19.05568085106383,14.795735815602836,77.75560460992908,30.005781914893614,2938.0141843971633,1.0384751773049645,0.5374113475177305,0.1280141843971631,0.05088652482269503,1.2913120567375886,0.07304964539007092
HA,2,12.19380156973234,212.07104045079492,212.07104045079492,11.781646206480177,4.424230227409941,132.75950895552424,1042.3004628697927,0.0,23.81186355826122,-150.16495517649426,107.66613000603743,2007.761521432884,130.33407124169852,5.368283356812236,0.7313342724894345,9.871929965787885,19.40038237069833,13.725785872408935,71.53562286174281,30.05593479573355,2531.354397263031,1.1746830348158583,0.6198430267659489,0.0660092573958543,0.022539746427852687,1.3483598309519018,0.031193399074260414
HA,3,12.045477344925597,212.03745193111519,212.03745193111519,12.043303795351948,4.539876274870423,126.19946497241264,976.6460458117372,0.00016719612104999163,23.58297639057014,-150.68756588112356,102.56595886975423,2007.254138103996,130.107005517472,5.971576659421501,1.058853034609597,9.853502758735997,20.73917572312322,15.348052165189767,72.98009864571141,30.06360642033105,2807.8080588530347,1.301956194616285,0.6609262665106169,0.11285738170874436,0.04296940310984785,1.559939809396422,0.04263501086774787
HA,4,12.044818871103622,213.29368155012637,213.29368155012637,12.108845829823084,6.695703454085931,122.76192080876159,951.9063184498737,0.0,23.4987962864364,-150.89542998618364,99.106149957877,2006.8822240943555,92.39090143218198,8.937994945240101,2.8786857624262847,9.82396798652064,21.78985341196293,15.722276326874475,70.40099915754001,30.05698904802022,2958.887952822241,1.76832350463353,0.7728727885425443,0.1755686604886268,0.06756529064869418,1.9691659646166808,0.0476832350463353
HA,5,12.001432436734044,209.84784338691708,209.84784338691708,11.996021009072098,4.162820308769696,121.39010027057138,944.27980264205,0.0,23.487978611013848,-150.9642782388986,98.22218685341397,2006.8416361610696,109.94588572338056,7.606716536686297,2.13862804392806,9.822427184466019,22.32576476205634,16.684456469839247,72.46367817921374,30.014351424478754,2854.162024510584,1.6348877924558332,0.7544166799299697,0.151201655260226,0.03931243036765876,1.9845615151997453,0.05363679770810122
HA,6,12.104893990116372,208.44316913757373,208.44316913757373,12.28343695201658,8.179818268770923,122.00940538817153,954.89972899729,0.0,23.498783041128647,-150.9017388174717,96.15032679738562,2008.1302407141718,104.49226845209628,7.627291567033318,1.6947234178224135,9.823489558424995,23.25589032360912,17.33370476645943,71.1018683245656,29.94263191455444,2864.9131197194324,1.5050215208034434,0.7594452415112386,0.1624422126574207,0.029491471385302087,1.7119400605770763,0.03443328550932568
